 ,0.16422596701453546
e,0.09808921353018411
t,0.06878722554022057
o,0.06336123351610264
i,0.0593134869610367
a,0.05915853628700127
n,0.05658689878458866
r,0.046974520128636246
s,0.04349764447791137
l,0.03664175676006296
h,0.035934964211831164
u,0.02585773353377245
d,0.025072106432084032
y,0.020891156666005183

,0.020072908369782986
m,0.018735439393898205
c,0.01844728550884986
f,0.01840107214992701
w,0.018009617815521708
g,0.01777311415515184
p,0.01588652173794851
v,0.010033735752013679
,,0.009865192913589175
b,0.009566165297029569
.,0.00878053819534115
k,0.005265604484326876
2,0.0025281425763675758
1,0.0024955213818338004
’,0.0020496983898722065
x,0.00195727167202651
/,0.0015114486800649161
q,0.0012042657648718667
-,0.0010819362853702098
0,0.0010819362853702098
8,0.0010683441209811367
:,0.0010166938963026594
4,0.0007394137427655705
9,0.0007231031454986829
,0.0007013556824761662
5,0.0006741713536980202
j,0.000668734487942391
•,0.0005844630687301385
—,0.0005627156057076216
“,0.0005572787399519925
”,0.0005572787399519925
z,0.0005464050084407341
3,0.0003996096330387458
(,0.0003669884385049707
),0.0003669884385049707
7,0.0003289303782155663
6,0.0003153382138264933
;,0.00027728015353708894
!,0.00017669813705794885
?,0.00017397970418013423
*,3.805806028940436e-05
@,8.155298633443792e-06
©,5.436865755629195e-06
=,2.7184328778145973e-06
