e,32534
a,30750
o,21456
s,17887
i,16888
n,16658
r,15224
d,12052
l,11689
u,11563
t,11225
c,9376
m,7890
p,6481
b,3379
v,3055
q,2981
g,2477
h,2432
y,2131
f,1666
j,1635
z,1011
ñ,435
x,408
k,61
w,23
